Key	Value
[NAME]在人间利用神通混的风生水起，[IT]并不在乎人间的道德，只凭喜恶行事：顺心者赐之富贵，忤逆者夺其性命。随心所欲的生活让他心性通达，不知不觉竟然修为大有长进。	[NAME] Ở nhân gian lợi dụng thần thông lăn lộn đến phong sinh thủy khởi, [IT] Cũng không để ý nhân gian đạo đức, chỉ bằng thích làm việc ác: Thuận tâm người ban thưởng phú quý, người ngỗ nghịch đoạt tính mệnh của nó. Sinh hoạt tùy tâm sở dục khiến tâm tính hắn thông suốt, bất tri bất giác vậy mà tu vi tiến rất xa.
[NAME]逐渐对这种生活感到了厌倦，[IT]毫不犹豫的离开这座城市。	[NAME] Dần dần chán ghét sinh hoạt như thế này, [IT] Không chút do dự ly khai tòa thành thị này.
[NAME]问老太太你在干什么。老太太说：我在磨针啊，你眼神不好使么。[NAME]觉得这个老太太一定是年纪大了，脑子有点不清楚。他施展法术治疗了老太太的脑疾，随后便御剑离去。	[NAME] Hỏi lão thái thái đang làm gì. Lão thái thái nói: Ta tại mài châm a, ngươi ánh mắt không dùng được a. [NAME] Cảm giác được cái này lão thái thái nhất định là lớn tuổi, đầu óc có chút không rõ ràng. Hắn thi triển pháp thuật trị liệu bệnh thần kinh cho lão thái thái, sau đó liền ngự kiếm rời đi.
老太太惊呼神仙，对[NAME]感恩不已。	Lão thái thái kinh hô thần tiên, đối với [NAME] Cảm ơn không thôi.
[NAME]问老太太你在干什么。老太太说：我在磨针啊，你眼神不好使么。[IT]突然有所领悟，他觉得修行之道如铁杵磨针，需要苦下功夫才能有所成就。	[NAME] Hỏi lão thái thái đang làm gì. Lão thái thái nói: Ta tại mài châm a, ngươi ánh mắt không dùng được a. [IT] đột nhiên có lĩnh ngộ, hắn thấy rằng tu hành chi đạo như mài sắt thành kim, cần bỏ công bỏ sức mới có thể có thành tựu.
[NAME]偷偷给老太太留下一片金叶子作为报答，便乘风而去。	[NAME] Vụng trộm để lại cho lão thái thái một phiến lá vàng làm báo đáp, liền cưỡi gió bay đi.
[NAME]问老太太你在干什么。老太太说：我在磨针啊，你眼神不好使么。[NAME]恼羞成怒，一个凡人老太婆也敢与仙人说教？。	[NAME] Hỏi lão thái thái đang làm gì. Lão thái thái nói: Ta tại mài châm a, ngươi ánh mắt không dùng được a. [NAME] Thẹn quá hoá giận, một lão phàm nhân cũng dám thuyết giáo tiên nhân? .
[NAME]愤怒的杀掉了这名凡人，离开了这里。	[NAME] Tức giận giết chết cái này phàm nhân, rời khỏi nơi đây.
[NAME]觉得有点奇怪，怎么犯病的老太太这么多。	[NAME] Cảm giác được có chút kỳ quái, tại sao lão thái thái phát bệnh lại nhiều như vậy.
[NAME]再次偷偷治疗了老太太，默默离去，深藏功与名。	[NAME] Lần nữa vụng trộm trị liệu lão thái thái, yên lặng rời đi, che giấu công danh.
[NAME]满怀敬意的看了这名老者一眼，转身离去。	[NAME] Đầy thành ý nhìn lão giả này một chút, xoay người trở về.
[NAME]觉得有点奇怪，怎么又遇到一个磨针的老太太。	[NAME] Cảm giác được có chút kỳ quái, tại sao lại gặp được một lão thái thái mài kim.
[NAME]懒得搭话，转身离去了。	[NAME] Lười đáp lời, quay người rời đi.
[NAME]在此地打坐一夜，大有所获，修行上的几个困惑不翼而飞。	[NAME] Ở chỗ này ngồi xuống một đêm, đại có sở hoạch, mấy cái nghi hoặc trên diện tu hành không cánh mà bay.
[NAME]在此处打坐一夜，始终找不到那一点灵感，最终只能遗憾离去。	[NAME] Đả tọa ở đây một đêm , thủy chung tìm không thấy một điểm linh cảm, cuối cùng chỉ có thể tiếc nuối rời đi.
[NAME]在此处打坐一夜，第二天醒来竟然发现全身灵气都已恢复，甚至还比以前更雄厚了	[NAME] Đả tọa ở đây một đêm , ngày hôm sau tỉnh lại vậy mà phát hiện linh khí toàn thân đều đã được khôi phục, thậm chí so với trước kia lại càng hùng hậu
[NAME]在此处打坐一夜，第二天醒来竟然发现全身灵气都已恢复	[NAME] Đả tọa ở đây một đêm , ngày hôm sau tỉnh lại vậy mà phát hiện linh khí toàn thân đều đã được khôi phục
[NAME]模仿异兽的进攻轨迹，竟然大有所得。他们的进攻方式似乎是某种浑然天成的剑诀。	[NAME] Bắt chước quỹ đạo tấn công của dị thú, vậy mà lại bội thu. Phương thức tấn công của bọn hắn như một loại Kiếm Quyết tự nhiên.
[NAME]仔细模仿了异兽的呼吸吐纳，竟然大有所得。这种吐纳的方法十分高明，可以更高效的吸收灵气。	[NAME] Cẩn thận bắt chước dị thú hô hấp thổ nạp, vậy mà lại bội thu. Phương pháp thổ nạp này mười phần cao minh, có thể tăng hiệu suất hấp thu linh khí.
[NAME]观察了异兽飞行的姿势，若有所悟。他们的行动能很好地利用空气的流动，让飞行变得更迅速。	[NAME] Quan sát tư thế phi hành của dị thú, như có giác ngộ. Hành động của họ có thể lợi dụng không khí lưu động rất tốt, bảo phi hành nhanh chóng hơn.
[NAME]参考了异兽满是皱褶的皮肤，恍然大悟。这样的结构确实可以更好的消解攻击中的冲击力。	[NAME] Tham khảo làn da đầy nếp nhăn của dị thú, bừng tỉnh đại ngộ. Dạng này Kết cấu xác thực có thể càng Được rồi tiêu mất trong công kích lực trùng kích.
[NAME]努力的观察模仿，但是始终学不到其中的那点神髓，总是差了点灵感。异兽争斗了一会，便各自离去了。	[NAME] Cố gắng quan sát bắt chước, nhưng thủy chung học không được phần thần tủy trong đó, luôn luôn thiếu một chút linh cảm. Dị thú tranh đấu một lúc, liền tự mình rời đi.
多次的围观异兽的警觉，两只异兽竟然一起向[NAME]发动了凌厉的攻击，[NAME]猝不及防，一番纠缠争斗之下，受了不少伤才得以脱身。	Nhiều lần cảnh giác vây xem dị thú, hai cái dị thú vậy mà hướng về cùng một chỗ [NAME] Phát động sắc bén công kích, [NAME] Vội vàng không kịp chuẩn bị, sau một phen dây dưa tranh đấu, thụ thương không ít mới có thể thoát thân.
[NAME]不想招惹这两只异兽，扭头离开了。	[NAME] Không muốn trêu chọc hai cái dị thú này, quay đầu rời đi.
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群%s的内门弟子。	[NAME] Thu hồi phi kiếm, rơi xuống đám mây. Đi đến chỗ gần, chợt phát hiện một bầy %s đệ tử nội môn.
[NAME]表明来意，%s的弟子表示了对你的感谢。众人合力施法，终于遏制了瘟疫的扩散。	[NAME] Tỏ rõ mục đích đến, %s đệ tử bày tỏ cảm kích với ngươi . Đám người hợp lực thi pháp, rốt cục cũng ngăn chặn được ôn dịch khuếch tán.
[NAME]表明来意，%s的弟子虽然对你邪派出身将信将疑，但因情况紧急，还是略带防备的同意了你。	[NAME] Tỏ rõ mục đích đến, %s đệ tử dù nửa tin nửa ngờ với xuất thân tà phái của ngươi , Nhưng vì tình huống khẩn cấp , Vẫn giữ chút phòng bị đáp ứng ngươi .
众人合力施法，终于遏制了瘟疫的扩散。%s的弟子也为之前对你的怀疑道歉。	Đám người hợp lực thi pháp, rốt cục cũng ngăn chặn được ôn dịch khuếch tán. %s đệ tử cũng thấy có lỗi vì trước đó đã nghi ngờ ngươi .
[NAME]表明来意，%s的弟子大喜，表达了对你的感谢。	[NAME] Tỏ rõ mục đích đến, %s đệ tử vui mừng , biểu đạt cảm kích với ngươi .
然而，在众人合力施法的关键时刻，[NAME]突然发难，剧烈的法力反噬重创了其他参与者，也让整个城镇化为尸山血海。[NAME]不费吹灰之力的击杀了这些%s的弟子，搜刮了他们的宝物。	Nhưng mà, Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, pháp lực phản phệ kịch liệt đả thương những người tham dự khác, cũng làm cho cả thành trấn hóa thành núi thây biển máu. [NAME] Không cần tốn nhiều sức đánh chết những thứ này %s đệ tử, vơ vét bảo vật của bọn họ.
在众人合力施法的关键时刻，[NAME]突然发难，其他人猝不及防，被阵法反噬重创。[NAME]谋划得逞，不由的放松了精神。然而%s的领头弟子却运起残存真气，一剑洞穿了[NAME]。	Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, những người khác vội vàng không kịp chuẩn bị, bị trận pháp phản phệ trọng thương. [NAME] Mưu đồ đạt được, không khỏi buông lỏng tinh thần. Nhưng mà %s đệ tử dẫn đầu lại vận lên chân khí còn sót lại , một kiếm xuyên thủng  [NAME].
[NAME]受伤颇重，如惊弓之鸟，慌忙逃窜，保住了性命。	[NAME] Thụ thương rất nặng, như chim sợ cành cong, cuống quít chạy trốn, bảo vệ tính mệnh.
在众人合力施法的关键时刻，[NAME]突然发难，剧烈的法力反噬重创了其他参与者，也让整个城镇化为尸山血海。[NAME]不费吹灰之力的击杀了这些[SCHOOL]的弟子，搜刮了他们的宝物。	Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, pháp lực phản phệ kịch liệt đả thương những người tham dự khác, cũng làm cho cả thành trấn hóa thành núi thây biển máu. [NAME] Không cần tốn nhiều sức đánh chết những thứ này [SCHOOL] đệ tử, vơ vét bảo vật của bọn họ.
在众人合力施法的关键时刻，[NAME]突然发难，然而他人却早有防备，逆转阵法反而重创了[NAME]。[NAME]慌乱中夺路而逃，保住一条性命，但是身负重伤，功力大损。	Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, nhưng mà người khác đã sớm có phòng bị, nghịch chuyển trận pháp ngược lại bị đả thương nặng [NAME]. [NAME] Trong lúc bối rối trốn bán sống bán chết, bảo trụ một mạng, nhưng thân thụ trọng thương, công lực đại tổn.
[NAME]不想惹这些闲事，扭头就走。	[NAME] Không muốn gây những chuyện vớ vẩn này, quay đầu bước đi.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派妖人。\n[NAME]二话不说，施了一个剑诀。法宝如同电光惊龙，斩向这帮{1}的邪魔。\n双方本来势均力敌，[NAME]的加入使得邪魔迅速溃败，他们丢下几具尸体后便四散逃命去了。\n{0}的弟子感谢了[NAME]施以援手，并将战利品拿出来供他挑选。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái yêu nhân. \n[NAME] Hai lời không nói, thi triển một Kiếm Quyết. Pháp bảo như là Điện Quang Kinh Long, chém về phía đám người {1} tà ma. \n Song phương lúc đầu thế lực ngang nhau, [NAME] gia nhập khiến cho tà ma cấp tốc tan tác, sau khi bọn hắn vứt xuống mấy cỗ thi thể liền tứ tán đào mệnh. \n{0} đệ tử cảm tạ [NAME] Làm trợ giúp, đồng thời đem chiến lợi phẩm lấy ra cho hắn chọn lựa.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派妖人。\n[NAME]二话不说，加入战团。对这群{1}的邪魔发动了攻击。\n一番苦斗，众人各自负伤，邪派妖人见形势不妙，使了个脱身的手段，逃离了此处。\n因[NAME]修为太低，并没有帮上什么实质的忙，{0}的弟子感谢了[NAME]的援手，就告辞离去了。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái yêu nhân. \n[NAME] Hai lời không nói, gia nhập chiến đoàn. Đối với bọn này {1} tà ma phát động công kích. \n Một phen khổ đấu, đám người ai cũng thụ thương, tà phái yêu nhân gặp tình thế không ổn, sử dụng thoát thân thủ đoạn, thoát đi nơi đây. \n bởi vì [NAME] Tu vi quá thấp, cũng không có giúp việc bận bịu gì, {0} đệ tử cảm tạ [NAME] cứu trợ, liền cáo từ rời đi.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人。\n双方本来势均力敌，[NAME]的偷袭使得{1}迅速溃败，[NAME]放开手脚，大杀特杀，将这群{1}的弟子全歼当场。不过[NAME]不欲与正道纠缠，搜了几个无主的宝物便迅速离去。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái đệ tử. \n Mặc dù cùng là tà đạo, [NAME] lại cùng  {1} mấy tên đệ tử này đã sớm có oán hận. Hắn nhe răng cười hai tiếng, không một tiếng động hướng về đám {1} đệ tử phát động đánh lén. Bởi vì không chút nào phòng bị, [NAME] Một chiêu liền khiến mấy người đối phương trọng thương. \n Song phương lúc đầu thế lực ngang nhau, [NAME] đánh lén khiến cho {1} Cấp tốc tan tác, [NAME] Buông tay buông chân, đại sát đặc sát, đem bọn này {1} đệ tử toàn diệt tại chỗ. Bất quá [NAME] Không muốn cùng chính đạo dây dưa, lục soát mấy cái bảo vật vô chủ liền cấp tốc rời đi.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n在[NAME]出手的瞬间，{1}的弟子突然大喊，感谢救援云云，同时向[NAME]发动了狠辣的攻击。正派弟子闻言大惊失色，以为来了援军，调转法宝也向[NAME]攻去。[NAME]万万没想到局面变成这样，腹背受敌，瞬间遭到重创，只得仓皇逃窜。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái đệ tử. \n Mặc dù cùng là tà đạo, [NAME] lại cùng  {1} mấy tên đệ tử này đã sớm có oán hận. Hắn nhe răng cười hai tiếng, không một tiếng động hướng về đám {1} đệ tử phát động đánh lén. Nhưng là bởi vì [NAME] Tu vi quá thấp, hắn đánh lén nhưng lại bị nhìn thấu từ sớm, ngược lại bại lộ thân hình của mình. \n tại [NAME] Nháy mắt xuất thủ, {1} đệ tử đột nhiên hô to, cảm tạ cứu viện Vân Vân, đồng thời hướng [NAME] Phát động tàn nhẫn công kích. Chính phái đệ tử nghe vậy quá sợ hãi, tưởng là viện quân đã đến, thay đổi hướng pháp bảo [NAME] Công đi. [NAME] Tuyệt đối không ngờ cục diện lại biến thành dạng này, song phương thụ địch, trong nháy mắt bị trọng thương, chỉ có thể hốt hoảng chạy trốn.
