Key	Value
外门弟子不能装备战斗法宝或秘籍	Đệ tử ngoại môn không thể trang bị pháp bảo và bí tịch
这个秘籍已经学会了	Bí tịch này đã được học
已经被其他角色绑定	Đã bị nhân vật khác sử dụng
没有对应的装备槽位了	Không có ô trang bị thích hợp
不是内门弟子	Không phải đệ tử nội môn
只能传授给低代弟子	Chỉ có thể truyền thụ cho đệ tử thế hệ thấp hơn
不能传给比自己境界高的弟子	Không thể truyền cho đệ tử có cảnh giới cao hơn bản thân
该角色正忙	Nhân vật này đang bận
该角色正在被施展神通	Nhân vật này đang bị thi triển thần thông
该角色不能作为目标	Nhân vật này không thể bị làm mục tiêu
该角色不能再次作为目标了	Nhân vật này này không thể bị làm mục tiêu nữa
该角色已经淬体过了	Nên Nhân vật đã Tôi thể qua
该角色已经失去珀了	Nhân vật này đã mất phách
该角色不能作为夺舍目标	Nhân vật này không thể trở thành mục tiêu đoạt xá
该角色不能被吸灵	Nhân vật này không thể bị hấp linh
该角色不在弥留状态	Nhân vật này không ở trong trạng thái hấp hối
角色已经死亡	Nhân vật đã tử vong
该单位不能作为目标	Đơn vị này không thể trở thành mục tiêu
该对象不能被攻击	Đối tượng này không thể bị tấn công
不能作为此技能的对象	Không thể thi triển kỹ năng với đối tượng này
该物品不能用于炼制	Vật phẩm này không thể dùng để luyện chế
没有空闲的个数	Không có số lượng nhàn rỗi
灵气不足:{1}({2:N0}) 炼制成功率:{0}	Linh khí không đủ:{1}({2:N0}) Xác suất luyện chế thành công:{0}
成功率:{0}灵气:{1}心境:{2}	Xác suất thành công:{0}Linh khí:{1}Tâm cảnh:{2}
该物品不能用于绘制符咒	Vật phẩm này không thể dùng để vẽ phù
所需灵气不足:{0}({1:N0})	Không đủ linh khí cần thiết:{0}({1:N0})
不能用来炼丹	Không thể dùng để luyện đan
该建筑正忙	Công trìnhnày  đang bận
不能用来埋葬	Không thể dùng để mai táng
已经被使用	Đã bị sử dụng
飞升：{0:F0}人	Phi Thăng:{0:F0}Nhân
历练：{0:F0}次	Lịch luyện:{0:F0}Lần
炼丹：{0:F0}次	Luyện đan:{0:F0}Lần
炼宝：{0:F0}次	Luyện bảo:{0:F0}Lần
画符：{0:F0}次	Vẽ bùa:{0:F0}Lần
击杀生物：{0:F0}个	Đánh chết sinh vật:{0:F0}Cái
击杀修行者：{0:F0}个	Đánh chết tu hành giả:{0:F0}Cái
制作食物：{0:F0}种	Chế tạo đồ ăn:{0:F0}loại
稀有艺术品：{0:F0}个	Tác phẩm nghệ thuật hiếm có:{0:F0}Cái
说服成功：{0:F0}次	Thuyết phục thành công:{0:F0}Lần
习得秘籍：{0:F0}本	Học được bí tịch:{0:F0}Bản
弟子死亡：{0:F0}个	Đệ tử đã chết:{0:F0}Cái
内门弟子死亡：{0:F0}个	Đệ tử nội môn tử vong:{0:F0}Cái
夺舍：{0:F0}次	Đoạt xá:{0:F0}Lần
入定：{0:F0}秒	Nhập Định:{0:F0}giây
搜魂大法：{0:F0}次	Sưu Hồn Đại Pháp:{0:F0}Lần
夺取寿命：{0:F0}秒	Cướp đoạt thọ mệnh:{0:F0}giây
炼魂：{0:F0}次	Luyện Hồn:{0:F0}Lần
摄神御鬼：{0:F0}次	Nhiếp Thần Ngự Quỷ:{0:F0}Lần
炼化尸体：{0:F0}	Luyện hóa thi thể:{0:F0}
献祭：{0:F0}次	Hiến Tế:{0:F0}Lần
魂体寄生：{0:F0}次	Ký sinh hồn thể:{0:F0}Lần
获取镇派法宝：{0:F0}个	Thu được pháp bảo trấn phái:{0:F0}Cái
\n进度：{0:F0}/{1:F0}	\ntiến độ:{0:F0}/{1:F0}
成就 ({0}/{1})	Thành tựu ({0}/{1})
灵气:{0:N0}/{1:N0}	Linh khí:{0:N0}/{1:N0}
尸体({0:N0}秒)	Thi thể ({0:N0}giây)
弥留({0:N0}秒)	Hấp hối ({0:N0}giây)
昏迷	Hôn mê
濒死	Sắp chết
(发呆)	(đờ người)
{2}\n灵气值：{0:N0}/{1:N0}\n法宝在空闲时，或灵气耗完后会从角色身上吸取灵气。	{2}\nchỉ số linh khí:{0:N0}/{1:N0}\nPháp bảo lúc không có việc, hoặc linh khí hao hết sẽ hấp thu linh khí từ trên người nhân vật.
{2}{3}\n{0}\n剩余:{1}	{2}{3}\n{0}\ncòn:{1}
选择地点	Lựa chọn địa điểm
经验加成	Cộng thêm kinh nghiệm
从之前突破失败中获得的成功率加成。失败次数越多，成功率越高。	Theo đột phá thất bại trước đó thu được thêm xác xuất thành công. Số lần thất bại càng nhiều, xác xuất thành công càng cao.
心境加成	Gia tăng tâm cảnh
突破时的心境对突破成功率的影响。	Tâm cảnh lúc đột phá ảnh hưởng đến xác suất đột phá thành công.
附加加成	Hiệu ứng phụ tăng thêm
突破时正在生效成功率造成影响的附加效果，例如丹药、奇遇等等。	Hiệu quả tăng thêm lúc đột phá, tỷ như đan dược, kỳ ngộ vân vân.
风水加成	Phong thủy tăng thêm
突破时门派风水对突破成功率的影响。	Phong thủy môn phái lúc đột phá ảnh hưởng đến xác suất đột phá thành công.
天气加成	Thêm vào thời tiết
突破时的天气对突破成功率的影响。	Thời tiết lúc đột phá ảnh hưởng đến xác suất đột phá thành công.
阴阳加成	Âm dương tăng thêm
突破时的阴阳偏向对突破成功率的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	Thiên hướng âm dương lúc đột phá ảnh hưởng đến xác suất đột phá thành công.\nTrong thuộc tính ngũ hành, hỏa mộc thuần dương, được gia tăng ở ban ngày; kim thủy thuần âm, được gia tăng ở ban đêm; thổ thì cần âm dương cân đối.
时节加成	Vụ mùa gia tăng
突破时时节对突破成功率的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	Mùa màng lúc đột phá ảnh hưởng đến xác suất đột phá thành công.\nXuân hệ Mộc, Hè hệ Hỏa, Thu hệ Kim, Đông hệ Thủy, cuối mỗi quý là thời điểm tốt nhất của hệ Thổ.
五行匹配	Ngũ hành tương xứng
突破地点的五行属性与功法的匹配度对突破成功率的影响。	Đột phá địa điểm Ngũ Hành Thuộc tính cùng Công Pháp thích hợp Độ đối với Đột phá thành công suất ảnh hưởng.
灵气浓度	Nồng độ linh khí
突破地点的灵气浓度对突破成功率的影响。	Nồng độ linh khí của địa điểm đột phá ảnh hưởng xác suất đột phá thành công.
{0}品	{0}phẩm
结丹时的心境对丹品的影响。	Tâm cảnh lúc kết đan ảnh hưởng đến đan phẩm.
结丹时的天气对丹品的影响。	Khí trời lúc kết đan ảnh hưởng đến đan phẩm.
结丹时的阴阳偏向对丹品的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	Thiên hướng âm dương lúc kết đan ảnh hưởng đến đan phẩm.\nTrong thuộc tính ngũ hành, hỏa mộc thuần dương, được gia tăng ở ban ngày; kim thủy thuần âm, được gia tăng ở ban đêm; thổ thì cần âm dương cân đối.
结丹时时节对丹品的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	Thời tiết lúc kết đan ảnh hưởng đến đan phẩm.\nXuân hệ Mộc, Hè hệ Hỏa, Thu hệ Kim, Đông hệ Thủy, cuối mỗi quý là thời điểm tốt nhất của hệ Thổ.
功法匹配	Công pháp thích hợp
结丹时自身属性与功法的匹配度对丹品的影响。	Lúc kết đan thuộc tính của bản thân và độ thích hợp với công pháp ảnh hưởng đến đan phẩm.
灵气加成	Gia tăng % linh khí
结丹地点的灵气浓度对结丹效果的影响。	Nồng độ linh khí ở địa điểm kết đan ảnh hưởng đến kết quả kết đan.
结丹地点的五行属性与功法的匹配度对结丹效果的影响。	Kết đan địa điểm Ngũ Hành Thuộc tính cùng Công Pháp thích hợp Độ đối với Kết đan hiệu quả ảnh hưởng.
\n<font color=#0000FF>[右击可指定原材料]</font>	\n<font color=#0000FF>[Ấn chuột phải có thể chỉ định nguyên vật liệu]</font>
生成全景图片需要一定的时间，请不要移动鼠标并耐心等待直到提示完成。	Tạo hình ảnh toàn cảnh cần thời gian nhất định, xin đừng di động con chuột hãy nhẫn nại đợi đến thông báo hoàn thành.
截图已经保存到：\n{0}	Ảnh chụp đã được lưu đến:\n{0}
正在拼接图片(1)……	Đang ghép hình ảnh (1)...
正在拼接图片({0})……	Đang ghép hình ảnh ({0})...
即将完成……	Sắp hoàn thành...
你已经离开硬核模式	Bạn đã rời khỏi chế độ hardcore
重载所有脚本	Thiết lập lại toàn bộ kịch bản
重载脚本结束	Hoàn tất thiết lập lại kịch bản
游戏中才能执行Lua	Có thể chấp hành giữa trò chơi Lua
重载Lua	Tải lại  Lua
重载Thing	Tải lại  Thing
重载MapStory	Tải lại  MapStory
重载SkillTree	Tải lại  SkillTree
重载Modifier	Tải lại  Modifier
重载Skill	Tải lại  Skill
重载FightDriver	Tải lại  FightDriver
成功！	Thành công!
失败！	Thất bại!
空白	Trống không
似乎随便画画就可以得到神奇的结果。	Dường như vẽ đại phát cũng có thể đạt được kết quả thần kỳ.
地图种子	Xây dựng bản đồ
已将分享码复制到粘贴板中。	Mã chia sẻ đã được sao chép vào clipboard.
分享码无效。	Mã chia sẻ vô hiệu.
分享码	Mã chia sẻ
拍照模式	Chụp ảnh
问题上报	Báo cáo vấn đề
自定义快捷键	Thiết lập phím tắt
难度调整	Chỉnh độ khó
系统设置	Hệ thống
返回主菜单	Trở về menu chính
返回主菜单将会丢失所有未保存的进度，确定要返回吗？	Trở về menu chính sẽ mất tất cả tiến độ chưa lưu, xác định muốn bỏ đi?
退出游戏	Thoát game
退出将会丢失所有未保存的进度，确定要退出吗？	Thoát sẽ mất toàn bộ tiến độ chưa lưu, xác định muốn rời khỏi?
存档并返回	Lưu trữ và trở ra
存档并退出	Lưu trữ và thoát game
数据与成就	Số liệu và thành tựu
{1}季\n剩余{0}天	Quý{1}\ncòn{0}ngày
游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]	Tạm dừng trò chơi /Tiếp tục\n[keycode]GamePauseOrPlay[/keycode]
1倍速\n[keycode]SpeedP[/keycode]降低速度\n[keycode]SpeedN[/keycode]提升速度	1 Tăng tốc\n[keycode]SpeedP[/keycode]Giảm tốc độ\n[keycode]SpeedN[/keycode]Tăng tốc độ
2倍速\n[keycode]SpeedP[/keycode]降低速度\n[keycode]SpeedN[/keycode]提升速度	2 Tăng tốc\n[keycode]SpeedP[/keycode]Giảm tốc độ\n[keycode]SpeedN[/keycode]Tăng tốc độ
{0}倍速\n[keycode]SpeedP[/keycode]降低速度\n[keycode]SpeedN[/keycode]提升速度	{0}Tăng tốc\n[keycode]SpeedP[/keycode]Giảm tốc độ\n[keycode]SpeedN[/keycode]Tăng tốc độ
快捷键	Phím nhanh
系统	Hệ thống
天下	Thiên hạ
时间变化	Chỉnh thời gian
调整当前时间	Điều chỉnh thời gian hiện tại
季节变化	Chỉnh Mùa màng
更换当前季节	Thay đổi mùa hiện tại
天气变化	Thay đổi khí trời
更换天气	Khí trời thay đổi
生成物品	Vật phẩm đã tạo
生成随机原材料的物品。	Tạo các mục nguyên liệu ngẫu nhiên.
拍照模式。	Chụp ảnh.
普通物品	Vật phẩm bình thường
特殊物品	Vật phẩm đặc thù
随机秘籍	Bí tịch ngẫu nhiên
随机生成一本秘籍	Ngẫu nhiên tạo ra một quyển bí tịch
随机法宝	Pháp bảo ngẫu nhiên
随机生成一个法宝	Ngẫu nhiên tạo ra một cái pháp bảo
随机符咒	Phù chú ngẫu nhiên
随机生成一个符咒	Ngẫu nhiên tạo ra một tấm phù chú
角色按钮显示\n左键点击:\n显示内门:{0}(切换快捷键:{1})\n显示外门:{2}(切换快捷键:{3})\n\n右键点击:\n简易模式:{4}(切换快捷键:{5})）	Nhân vật nút bấm Hiển thị\nTrái khóa Nhấn vào:\nHiển thị nội môn:{0}(hoán đổi Phím nhanh:{1})\nHiển thị ngoại môn:{2}(hoán đổi Phím nhanh:{3})\n\nPhải khóa Nhấn vào:\ngiản dị hình thức:{4}(hoán đổi Phím nhanh:{5}))
开	Mở
关	Quan
{0}{6}\n健康:{1:P0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}{6}\nsức khỏe:{1:P0}\nĐộ đói:{2:N0}\nKhát nước:{3:N0}\nTinh lực:{4:N0}\nCảm xúc:{5:N0}
(访客)	(tiếp khách)
{0}[{7}]\n灵气:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}[{7}]\nLinh khí:{8:N0}\nsức khỏe:{1:P0}\nTâm cảnh:{6:N0}\nĐộ đói:{2:N0}\nKhát nước:{3:N0}\nTinh lực:{4:N0}\nCảm xúc:{5:N0}
\n重要情绪:	\nTâm trạng quan trọng:
\n[color=#009600]风水建筑[/color]	\n[color=#009600]Công trình phong thủy [/color]
\n[color=#B65704]产出:[/color]	\n[color=#B65704]Sản xuất:[/color]
生存目标	Mục tiêu sống còn
门派建设	Xây dựng môn phái
修行进阶	Tu hành tiến giai
第{0}天{1:D2}:{2:D2}{3}	Ngày{0}lúc{1:D2}:{2:D2}{3}
{0}\n剩余：{1}	{0}\ncòn:{1}
门派风水：{0}	Phong thủy môn phái:{0}
(室)	(phòng)
(冰)	(băng)
未探索	Chưa thăm dò
灵气:{0}	Linh khí:{0}
确定重置所有的快捷键吗？	Xác định thiết lập lại toàn bộ phím nhanh ?
重置快捷键	Thiết lập lại
请输入任意按键	Xin hãy chọn phím
该热键已被系统锁定	Phím nhanh này đã bị hệ thống khóa lại
该热键存在重复注册	Phím nhanh đã tồn tại
非常抱歉！因为大量数据的改变导致上古之兽版本不再支持之前的存档。\n但我们为上古之兽(0.95)前的版本提供了新的开局模式[color=#D06508][轮回开局][/color]。\n轮回开局会延续旧存档的部分故事和数据，您可以通过读取旧存档开始全新的故事！	Vô cùng thứ lỗi! Bởi vì đại lượng số liệu cải biến dẫn đến Thượng cổ chi thú  phiên bản không còn ủng hộ trước đó Lưu trữ.\nNhưng chúng tôi vì phiên bản Thượng Cổ  (0. 95) cung cấp hỗ trợ chế độ bắt đầu mới  [color=#D06508][Bắt đầu luân hồi ][/color].\nBắt đầu luân hồi sẽ kế tục một số câu chuyện và dữ liệu ở lưu trữ cũ , bạn có thể thông qua đọc lưu trữ cũ để bắt đầu câu chuyện hoàn toàn mới !
你改变了系统语言，重新启动后生效。\nyou changed the language and took effect after restarting.	Ngươi cải biến Hệ thống ngôn ngữ, một lần nữa khởi động hậu sinh hiệu.\nyou changed the language and took effect after restarting.
我们强烈建议您先进行一次[color=#D06508]新人模式[/color]。\n新人模式下会使用我们预制好的地图和角色开局，这会让您更加容易上手并熟悉游戏。\n当然这并不是必须的,确定要使用经典模式吗？	Chúng tôi kiến nghị ngài nên chơi một lần [color=#D06508]Chế độ người mới [/color].\nChế độ người mới hạ sẽ sử dụng chúng ta dự chế Được rồi Địa đồ cùng Nhân vật bắt đầu, việc này sẽ làm ngài càng thêm lên tay và hiểu rõ trò chơi.\nĐương nhiên không hề bắt buộc, quyết định muốn dùng chế độ kinh điển sao?
太虚幻境\n无事件发生\n无角色存在\n瞬间完成建造\n虚空造物\n随意调整时间\n随意召唤天气\n适合大部分玩家	Thái hư huyễn cảnh\nKhông có chuyện gì xảy ra\nKhông có nhân vật tồn tại\nHoàn thành xây dựng ngay lập tức\nTạo vật hư không\nTùy ý điều chỉnh thời gian\nTùy ý triệu hoán khí trời\nThích hợp đại đa số người chơi
经典模式需要先完成基础教学才能解锁	Chế độ kinh điển cần hoàn thành Hướng dẫn tân thủ mới mở khóa
新人模式需要先完成基础教学才能解锁	Chế độ người mới phải hoàn thành Hướng dẫn cơ bản rồi mới mở khóa
太虚幻境需要先完成基础教学才能解锁	Thái hư huyễn cảnh cần hoàn thành Hướng dẫn tân thủ mới có thể mở khóa
波澜不惊不能开启真仙模式	Độ khó này không thể mở chế độ Chân Tiên
我们强烈建议您在进行真仙模式前尽可能的熟悉游戏，真仙模式下您将会面临极大的挑战。\n确定要打开真仙模式吗？	Chúng ta mãnh liệt đề nghị ngài đang tiến hành Chế độ Chân Tiên trước tận khả năng quen thuộc Trò chơi, ở chế độ Chân Tiên ngài sẽ đối mặt với khiêu chiến cực lớn.\nquyết định mở chế độ Chân Tiên sao?
抱歉，该存档已经不再被支持。但你可以以它为基础轮回新的世界。\n(也可以通过切换游戏分支为0.94使用老版本继续游戏)\n需要轮回吗？\n	Xin lỗi, lưu trữ này không còn được hỗ trợ. Nhưng bạn có thể lấy nó làm nền tảng luân hồi thế giới mới.\n(Cũng có thể chuyển nhánh trò chơi   0. 94 sử dụng phiên bản cũ tiếp tục chơi )\nBạn muốn luân hồi không?\n
模组数据不匹配，我们无法保证存档数据的正确性，要继续吗？	Dữ liệu mod không thích hợp , chúng tôi không cách nào cam đoan sẽ lưu trữ dự liệu chính xác , muốn tiếp tục chứ ?
错误的存档，建议删除。	Lỗi lưu trữ , đề nghị xóa bỏ.
您好，模组管理器已经上线，您曾经使用的模组需要手动在管理器进行激活，另外我们强烈建议直接从模组商店重新订阅相关模组。	Ngài tốt, Quản lý Mods khí đã thượng tuyến, ngài đã từng sử dụng mô tổ cần dùng tay đang quản lý khí tiến hành Kích hoạt, ngoài ra chúng ta mãnh liệt đề nghị trực tiếp Tòng mô tổ cửa hàng một lần nữa đặt mua tương quan mô tổ.
读取旧世界数据,请耐心等待…	Đang đọc dữ liệu thế giới cũ , Xin hãy kiên nhẫn...
旧世界读取失败。	Đọc thế giới cũ thất bại.
旧世界尚未创建门派，无法轮回。	Thế giới cũ chưa lập môn phái , không thể luân hồi.
太虚幻境无法轮回。	Thái hư huyễn cảnh không thể luân hồi.
分析中,请耐心等待…	Đang phân tích , Xin hãy kiên nhẫn...
你将以以下配置轮回:\n尺寸：{0}\n难度：{1}\n{2}现在进入吗？	Bạn sẽ luân hồi với thiết lập sau:\nNhỏ:{0}\nĐộ khó :{1}\n{2}Tiến vào ?
真仙模式\n	Chế độ Chân Tiên\n
波澜不惊\n事件发生的概率正常\n修炼难度大幅降低\n生存难度大幅降低\n心境调节更容易\n天劫威力较低\n快速模式仅推荐新手游玩	Không một gợn sóng\nXác suất xảy ra sự kiện, bình thường\nĐộ khó tu luyện giảm mạnh\nĐộ khó sinh tồn giảm mạnh\nDễ dàng điều chỉnh tâm cảnh\nUy lực thiên kiếp giảm thấp\nChế độ này đề cử tân thủ chơi
芸芸众生\n事件发生的概率正常\n更快的修炼速度\n更少的参悟消耗\n偶尔会发生危险\n天劫威力正常\n适合大部分玩家	Đông đảo chúng sinh\nXác suất xảy ra sự kiện, bình thường\nTốc độ tu luyện nhanh hơn\nTốn ít điểm lĩnh hội hơn\nThỉnh thoảng sẽ xảy ra chuyện nguy hiểm\nUy lực thiên kiếp bình thường\nThích hợp đại đa số người chơi
大起大落\n事件发生的概率很频繁\n正常的修炼速度\n正常的参悟消耗\n经常发生激烈的战斗或事件\n天劫威力很强\n适合渴望挑战的玩家	Thay đổi rất nhanh\nXác suất xảy ra sự kiện, rất cao\nTốc độ tu luyện, bình thường\nTiêu hao lĩnh hội, bình thường\nXảy ra chiến đấu kịch liệu hoặc sự kiện, bình thường\nUy lực của thiên kiếp rất mạnh\nThích hợp với người chơi muốn có sự thách thức
{0}[color=#ff0000](错误)[/color]	{0}[color=#ff0000](Lỗi)[/color]
{0}[color=#9e6404][真仙][/color]	{0}[color=#9e6404][Chân Tiên][/color]
{0}[color=#9e6404][幻境][/color]	{0}[color=#9e6404][Ảo cảnh][/color]
\n该存档版本号过低，可以轮回开局。\n	\nPhiên bản của lưu trữ này quá thấp, Có thể bắt đầu luân hồi.\n
确定要删除存档{0}吗？这将不可逆转。	Nhất định phải xóa bỏ Lưu trữ{0}sao? Việc này không thể hoàn tác.
非常抱歉！存档读取失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试检查你的模组配置或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:QA@GSQStudio.com。	Vô cùng thứ lỗi! Đọc lưu trữ thất bại.\nTrong lúc tức giận bạn có thể sẽ trách cứ nhà phát triển, bạn quả thật có lý do để làm vậy, chuyện này vốn không nên xảy ra.\nChúng tôi vô cùng xin lỗi! Xin hãy kiểm tra lại bản mod hoặc đọc lưu trữ cũ.\nNếu như cần giúp đỡ hoặc báo lỗi, Xin hãy gửi email đến:QA@GSQStudio. com.
门派名	Tên môn phái
选择后缀	Lựa chọn hậu tố
创建门派	Sáng lập môn phái
消息	Tin tức
过期事件({0})	Sự kiện đã quá hạn  ({0})
过期消息({0})	Thông tin quá hạn ({0})
轮回者不能改变姓名。	Không thể đổi tên luân hồi giả.
这个姓名已经存在了	Tên đã tồn tại
新人模式下不能改变角色，请直接进入游戏。	Trong chế độ tân thủ không thể thay đổi nhân vật, xin hãy tiến vào trò chơi.
轮回模式下不能改变角色，请直接进入游戏。	Chế độ luân hồi không thể thay đổi nhân vật, xin hãy tiến vào trò chơi.
主要角色未选择经历,确定要直接进入游戏吗？	Nhân vật chủ chốt chưa lựa chọn kinh lịch, xác định muốn tiến vào trò chơi?
初始人员偏少，可能会因为人手的不足带来生存的压力。	Vừa bắt đầu mà đệ tử quá ít, có khả năng vì không đủ nhân thủ mang đến áp lực sinh tồn.
初始人员偏多，可能会因为物资不够而带来生存的压力。	Vừa bắt đầu mà đệ tử quá nhiều, có khả năng vì không đủ vật tư mang đến áp lực sinh tồn.
\n因为你尚未完全熟悉游戏,建议使用二到四人开局。\n要直接进入吗？	\nBởi vì bạn chưa hoàn toàn quen thuộc trò chơi, đề nghị sử dụng từ hai đến bốn người khởi nghiệp.\nMuốn trực tiếp tiến vào?
{0}{1}的转世	{0}{1}chuyển thế
{0}与{1}感情基础\n{2}	{0}cùng{1}Cơ sở tình cảm\n{2}
新人模式下不能改变角色，请直接开始游戏。	Trong chế độ tân thủ không thể thay đổi nhân vật, xin hãy trực tiếp bắt đầu trò chơi.
选择称号	Lựa chọn danh hiệu
无称号	Không có danh hiệu
(特别关注)\n	(đặc biệt quan tâm)\n
技能关联:{0}	Kỹ năng liên quan:{0}
技能关联:无	Kỹ năng liên quan: Không
请输入存档名	Xin nhập tên lưu trữ vào
确定要覆盖存档{0}吗？	Nhất định phải bao trùm Lưu trữ{0}sao?
[color=#bf642f]掌管能力：{3}[/color]\n魅力加成：{0}\n处世加成：{1}\n境界加成：{2}\n	[color=#bf642f]Năng lực của chưởng quản:{3}[/color]\nGia tăng mị lực:{0}\nGia tăng xử thế:{1}\nGia tăng cảnh giới:{2}\n
[color=#bf642f]分堂掌管压力：{0}[/color]\n{1}	[color=#bf642f]Áp lực của chưởng quản phân đường:{0}[/color]\n{1}
[color=#bf642f]掌管压力：{0}[/color]\n{1}	[color=#bf642f]Áp lực của chưởng quản:{0}[/color]\n{1}
选择掌门	Lựa chọn chưởng môn
未激活	Chưa kích hoạt
[color=#FF0000]未指定掌门[/color]\n	[color=#FF0000]Chưa chỉ định chưởng môn [/color]\n
[color=#FF0000]未指定专精[/color]\n	[color=#FF0000]Chưa chỉ định chuyên tâm [/color]\n
[color=#FF0000]未指定堂主[/color]\n	[color=#FF0000]Chưa chỉ định đường chủ [/color]\n
已激活	Đã kích hoạt
设置堂主	Thiết lập đường chủ
更换分堂专精	Thay đổi chuyên tâm của phân đuòng
门派规模达到洞天才可以建立分堂。	Quy mô môn phái đạt đến động thiên mới có thể thành lập phân đường.
分堂名	Tên phân đường
输入分堂名称	Nhập tên cho phân đường
确定要取消[{0}]吗？	Xác định muốn hủy bỏ [{0}]sao?
[color=#bf642f]已归属：{0}[/color]	[color=#bf642f]Đã thuộc sở hữu:{0}[/color]
选择分堂专精	Lựa chọn chuyên tâm cho phân đường
请先为分堂选择专精。	Xin lựa chọn chuyên tâm cho phân đường trước.
门派声望：{0:F0}\n声望来自于门派各个方面的行为。\n声望会影响来袭敌人的强度。\n声望会影响门派规模:\n山寨: 0\n门派: 500\n洞天: 2000	Danh vọng môn phái:{0:F0}\nDanh vọng đến từ các hành vi của môn phái.\nDanh vọng sẽ ảnh hưởng cường độ đột kích của kẻ địch.\nDanh vọng sẽ ảnh hưởng quy mô môn phái:\nSơn trại: 0\nMôn phái: 500\nĐộng thiên: 2000
正邪倾向:\n正{0:F0}邪{1:F0}\n正邪倾向会影响事件的选择和发展方向	Khuynh hướng chính tà:\nchính{0:F0}tà{1:F0}\nKhuynh hướng chính tà sẽ ảnh hưởng sự lựa chọn trong sự kiện và phương hướng phát triển
门派风水\n风水会影响整个门派方方面面	Phong thủy môn phái\nPhong thủy sẽ ảnh hưởng đến mọi mặt của môn phái
规模：{0}	Quy mô:{0}
门派规模会影响门派的人数上限。\n山寨:{0}个\n门派:{1}个\n洞天:{2}个	Quy mô môn phái sẽ ảnh hưởng nhân số giới hạn của môn phái.\nSơn trại:{0}Cái\nMôn phái:{1}Cái\nĐộng thiên:{2}Cái
掌门：{0}	Chưởng môn:{0}
门派掌门	Chưởng môn
弟子数量：{0}/{1}	Số lượng đệ tử:{0}/{1}
门派弟子总数\n人数上限受门派规模影响：\n山寨:{0}个\n门派:{1}个\n洞天:{2}个	Tổng số đệ tử trong môn phái\nNhân số giới hạn chịu ảnh hưởng bởi quy mô môn phái:\nSơn trại:{0}Cái\nMôn phái:{1}Cái\nĐộng thiên:{2}Cái
外门弟子：{0}	Đệ tử ngoại môn:{0}
门派外门弟子总数	Tổng số đệ tử ngoại môn
内门弟子：{0}	Đệ tử nội môn:{0}
门派内门弟子总数	Tổng số đệ tử nội môn
死亡弟子：{0}	Tử vong đệ tử:{0}
门派已死亡弟子个数	Số đệ tử đã chết
击败普通人：{0}个	Đánh ngã người thường:{0}Cái
在战斗中击败普通敌人的数量	Số lượng phàm nhân đã đánh bại
击败修行者：{0}个	Đánh ngã tu hành giả:{0}Cái
在战斗中击败修行敌人的数量	Số lượng tu hành giả đã đánh bại
提供帮助：{0}次	Cung cấp trợ giúp:{0}Lần
给路人提供帮助的次数	Số lần giúp đỡ người qua đường
历练次数：{0}次	Số lần lịch luyện:{0}Lần
派遣内门弟子历练的次数	Số lần lịch luyện của đệ tử nội môn
发现地点：{0}个	Phát hiện địa điểm:{0}Cái
在世界发现新地点的个数	Vừa phát hiện địa điểm mới trên ở thế giới
发现秘籍：{0}本	Phát hiện bí tịch:{0}Bản
发现并练习新秘籍的数量	Phát hiện số lượng bí tịch mới có thể luyện tập
炼制法宝：{0}件	Luyện chế pháp bảo:{0}Kiện
炼制成功的法宝数量	Số lượng pháp bảo luyện chế thành công
炼制丹药：{0}颗	Luyện chế đan dược:{0}Khỏa
炼制成功的丹药数量	Số lượng đan dược luyện chế thành công
绘制符咒：{0}张	Vẽ phù chú:{0}Trương
绘制符咒的张数	Số phù chú đã vẽ
施展神通：{0}次	Thi triển thần thông:{0}Lần
施展神通的次数	Số lần thi triển thần thông
{0}\n已死亡\n享年{1:N0}岁	{0}\nĐã chết\nHưởng thọ{1:N0}tuổi
{0}\n{2}\n{1:N0}岁\n{3}	{0}\n{2}\n{1:N0}tuổi\n{3}
(已飞升)	(Đã phi thăng)
要将{0}驱逐出门派么？这将影响其他角色的情绪。	Muốn đem{0}Trục xuất ra Môn phái sao? Việc này sẽ ảnh hưởng đến tâm trạng của các nhân vật khác.
内门	Nội môn
外门	Ngoại môn
与{0}的好感度为:{1:N0}\n\n{2}	Cùng{0}độ hảo cảm :{1:N0}\n\n{2}
请选择	Xin lựa chọn
匹配程度：{0:P0}	Độ thích hợp:{0:P0}
瓶颈\n	Bình cảnh\n
