ID	Name	Desc
200115	Thiếu nữ cứng rắn	[NAME] Xuất thân từ võ lâm thế gia, từ nhỏ tính cách ương bướng, luôn khiêu chiến các chuyện độ khó cao , từ đùa nghịch qua đao trước mặt tân vương, cho tới cứu người trên Ách Ba Sơn, thường xuyên chạy đến một cái tên là Á Nam thành thị thấy việc nghĩa hăng hái làm, cờ thưởng bày đầy một tầng lầu.
200116	Nữ vương đại nhân	Lâu dài thấy việc nghĩa hăng hái làm kiếp sống để Nữ Vương Diêm Thu hoạch một đám đồng dạng có cứng rắn hạch tinh thần tiểu đồng bọn, bọn hắn quay chung quanh bên cạnh Nữ Vương Muối, cũng cùng nhau tiến về phía càng xa hơn, thăm dò những thứ không biết, hưởng thụ cực lạc. Đám tiểu đồng bọn có đôi khi sẽ thân mật gọi nàng "Nữ Vương", nhưng mà đó cũng không phải một loại cao ngạo xưng hô, mà là một loại tinh thần đối mặt khó khăn sẽ không bỏ qua, còn có một trăm phần trăm là M.
200117	Tiên nhân chuyển thế	Không có nhiều người biết Công nghệ tương lai Phái cái gì thời điểm bắt đầu ở giang hồ lập đủ, môn phái này đã độc lập độc hành cắm rễ trong nhân thế hơn mấy trăm năm, chưởng môn môn phái này là —— Vương Lão Cúc, cũng không phải nhân loại bình thường: Bản thể chính là tiên nhân tu luyện đã lâu, chỉ là lấy phàm nhân thân thể hành tẩu giang hồ tứ phương. \n Hóa thân phàm nhân Vương Lão Cúc có được sinh lão bệnh tử của con người, mỗi một lần hết tuổi thọ sẽ chuyển thế một lần nữa , cũng kế thừa trí nhớ của kiếp trước. Vô tận luân hồi vì không ngừng nắm giữ tri thức vô cùng vô tận, cũng thông qua thể nghiệm nhân gian khó khăn để giữ gìn tình cảm trân quý.
200118	Công Nghệ Tương Lai chưởng môn	Công nghệ tương lai phái môn hạ đệ tử Đô là muốn tu tiên Thông thường Nhân loại, chưởng môn luân hồi đời này cũng luôn tận sức tôi luyện đệ tử, tại đời này đã nghiên cứu ra chương trình học một ngày 25 canh giờ tu tiên. Mà trong kiếp đời này Vương Lão Cúc cũng tìm được chân ái trong nhân thế —— Miễn Miễn, cùng kết làm đạo lữ, cùng vào luân hồi, đời đời làm bạn. Đoạn nhân duyên truyền làm giai thoại trong giang hồ.
200119	Thư hương thế gia	Sinh ra ở thư hương môn đệ, tiên sinh dạy kèm chính là một hiệp khách thoái ẩn giang hồ, thường xuyên nói một ít giang hồ chuyện lý thú cho Miễn Miễn. Thời gian dài mưa dầm thấm đất, nàng đối giang hồ sinh ra hứng thú nồng hậu.
200120	Chưởng môn phu nhân	Đang len lén rời nhà Bước chân vào giang hồ Thì gặp Cương nhập Luân Hồi Công nghệ tương lai Phái Chưởng môn Vương Lão Cúc. Sau khi cùng nhau kinh lịch rất nhiều chuyện, cùng đối phương quen biết, hiểu nhau, yêu nhau, hai người kết làm đạo lữ, cùng vào luân hồi, đời đời làm bạn, trở thành một đoạn giai thoại.
200121	Dòng dõi nho gia	Sinh ra ở tu tiên thế gia, từ nhỏ tiếp nhận kỹ càng bồi dưỡng giáo dục, có được cơ sở tu tiên vững chắc. Nhưng bởi vì phản nghịch cùng lòng hiếu kỳ mãnh liệt, người hứng thú không ở chỗ chính thống tu tiên và yêu thích vụng trộm nghiên cứu các loại tu hành giới bí ẩn.
200122	Thám hiểm chi vương	[NAME] Sau khi lớn lên thích liều mình đi bốn phía thám hiểm bí cảnh ít ai lui tới, sở trường là trong biên giới cận kề cái chết, động chạm đùa giỡn cơ quan. \n Một đường trưởng thành nuôi dưỡng ra được tính bền dẻo cùng năng lực thích ứng, các loại bí cảnh đều có vết tích hắn đã đặt chân, trở thành thám hiểm giả truyền kỳ người người truyền miệng, nhân xưng "Tán nhân không thể chết" !
200123	Bệnh Lười quấn thân	Tôn Tra từ nhỏ thiên phú dị bẩm, thể nội trời sinh có thể chứa đựng nhiều linh khí hơn so với thường nhân, nhưng chẳng biết tại sao, linh khí trong cơ thể hắn cũng tỏa ra khí lười mãnh liệt, để hắn mặt ủ mày chau buồn ngủ, Tôn Tra vẫn luôn chống lại bản năng lười biếng của bản thân, nhưng hiệu quả quá mức bé nhỏ.
200124	Hikikomori xuyên việt	Tôn Tra Phải từ Nhất Cái xã hội cạnh tranh phi thường kịch liệt thế giới xuyên qua mà đến, trước khi đi vào thế giới tu tiên này, hắn đã làm Hikikomori được vài chục năm, sinh hoạt lười biếng thời gian dài khiến hắn lười biếng đến ngũ cốc cũng không phân biệt được.
200125	Nhai sảnh bằng khắc	Hồi nhỏ Bán Chi Yên phần lớn thời gian Phải tại trong chợ các Gia ẩn nấp ấm áp đường phố trong sảnh vượt qua, một ngày nào đó mẫu thân phát hiện ra thiên phú âm nhạc của hắn cực cao, liền đưa đến nơi dạy đàn violon nổi tiếng xin học. Nhưng mà ngày đầu tiên lớp học thời gian liền bị  Mẫu thân Tòng học đường Hồ cùng một nhà đường phố trong sảnh nắm chặt lỗ tai và vội vàng kết thúc hắn cổ điển Âm nhạc kiếp sống. \n nhưng ngày sau hắn đối với đàn violon tự hành tìm tòi lại chính Phát hiện càng thích hợp gảy đàn ghita, bởi vì đối với dân dao Cát hắn không ngừng cố gắng khắc khổ huấn luyện rốt cục trở thành Nhất Cái Không nổi tiếng Bằng Khắc dàn nhạc tay trống!
200126	Bán diện quỷ sai	Bán Chi Yên bởi vì kiên trì bất diệu lại ham học hỏi đến cố chấp, từng làm "Quan binh" "Thợ thủ công" "Họa sĩ", nhưng bởi vì tuấn mỹ gương mặt cùng xuất thần nhập hóa võ nghệ, thường xuyên làm chơi mà công thật. Hắn thâm thụ khó khăn, liền lấy mặt nạ giảm một nửa chỉ số nhan sắc, mới có thể miễn cưỡng sinh hoạt bình thường . \n Bán Chi Yên thường lấy quỷ sai thân phận ẩn hiện tại đêm khuya, bắt quỷ sống qua ngày, chỉ cầu nhân thế một chỗ sạch sẽ. Bởi vì hút thuốc thành tính, thế nhân xưng là "Bán Chi Yên" .
200127	Xuất thân hào môn	Xuất thân danh môn gia tộc quyền thế thư hương thế gia đại tiểu thư, dung mạo tú lệ thực lực cường hãn. Bởi vì thiên tư hơn người bị cưỡng ép phải tập luyện vô số công pháp trông mong nữ thành phượng, nhưng bởi vì có khúc mắc một mực không thể đột phá bình cảnh.
200128	Tử sắc quang mang	Mặt ngoài cao quý lãnh đạm, thực tế trong lòng có hoài bão. Trải qua sơn thủy phong cảnh một bút một kiếm đi giang hồ. Ngẫu nhiên dạy dỗ học đồng viết sách vẽ tranh. Dân gian có người không hiểu được nàng tiến hành thêu dệt vô số thị phi, nàng không giải thích cũng khinh thường giải thích, chỉ nguyện kết giao với người hiểu mình.
200129	Thiếu nữ nhà bên	Kỹ xảo công tượng thế gia xuất sinh thiếu nữ. Vì sủng con phụ thân làm ra các loại cơ quan đồ chơi, đem nữ nhi dưỡng thành tính cách hoạt bát lại không mất chủ kiến, quá hoạt bát, nếu như cho nàng cơ hội nàng gặp lập tức trường kiếm giang hồ.
200130	Chanh sắc toàn phong	Ngây thơ hoạt bát nhà bên tiểu cô nương, ngẫu nhiên còn có chút bốc đồng. Mặc dù nhìn thuần lương vô hại, nhưng nội tâm thấy rõ đạo lí đối nhân xử thế. Không chịu nổi nhìn người khác bị khi dễ, yêu thích hành hiệp trượng nghĩa bênh vực kẻ yếu —— bình thường vẫn là sẽ lượng sức mà đi.
200131	Vua trò chơi	[NAME] Trời sinh thông minh hiếu động, thích hô bằng dẫn bạn vui đùa. Tại [IT] Mười tuổi thời điểm, vô luận cờ bài đố đèn, vẫn là đá cầu ném thẻ vào bình rượu, [IT] không gì không giỏi. Đấu dế mèn càng là [ITS] tuyệt kỹ độc môn, [IT] chọn lựa dế mèn luôn sắc bén phi thường, hiếm người địch lại.
200132	Người thu thập võ tịch	Phân Mễ Thương Mộc đối với thu thập thiên hạ bí tịch võ công ưa thích không rời, mị lực trong đó khiến hắn trường kỳ trầm mê mà không cách nào tự kềm chế, vô luận là âm dương nhu ngoại công nội công. Vì thế hắn bỏ hết nghìn vàng, thu nạp thiên hạ các thức võ công tuyệt thế.
200133	Sơn tặc vương	[NAME] Là con gái của đầu lĩnh trên núi Càn Nguyên Sơn, từ nhỏ kiếm ăn trên mũi đao mũi kiếm, võ nghệ siêu quần, can đảm hơn người, tính cách hào sảng, trượng nghĩa trực ngôn.
200134	Nữ hiệp khách	[NAME] Bởi vì phụ thân bị cừu nhân sát hại, mười sáu tuổi liền tiếp nhận trở thành sơn trại lão đại, lập xuống quy củ không giết người vô tội, không đoạt lương dân. Về sau bởi vì phản đồ phản bội, sơn trại bị toàn diệt, trốn thoát dưới sự bảo vệ của chúng huynh đệ, lúc nản lòng thoái chí bắt đầu sinh ra suy nghĩ xuất thế tu hành.
200135	Mặc gia đệ tử	[NAME] Thông minh từ nhỏ, từ Tiểu theo trong thôn Mặc gia cao nhân tập luyện cơ quan thuật số, cường thân kiện thể chi pháp. Lương sư chỉ điểm, bản thân thiên tư khiến cho [IT] tuổi còn nhỏ liền tâm tư cẩn thận, can đảm hơn người.
200136	Du hiệp	[NAME] từ sau khi thành niên đã xuất môn rèn luyện ba năm có hơn, cả ngày hành hiệp trượng nghĩa trừ bạo giúp kẻ yếu, gần đây tại Đại Lương Thành gặp được một đạo nhân, nói là rất có tiên duyên. Việc này động đến [NAME] ý nghĩ cầu tiên vấn đạo.
200137	Thiên tài âm luật	[NAME] Khi còn bé đối với nhạc khí có thiên phú rất cao, sở hữu vô sự tự thông nhạc khí. Nhưng đáng tiếc chính là trời cao đố kỵ anh tài, một cơn bệnh nặng đã đoạt đi thính lực của nàng.
200138	Thôn dân Mặc thôn	[NAME] Sau khi lớn lên đi vào một cái tên là Mặc thôn, trong làng người đều muốn có một ít thổi kéo đàn hát tay nghề mới có thể sinh tồn được, từng cái tài hoa hơn người. [NAME] Dựa vào vô cùng cao minh nhạc khí thiên phú của mình nhận được thôn nhân tán thành, cũng sinh sống tại đây.
200139	Thôn dân Mặc thôn	[NAME] sinh hoạt tại một nơi tên là Mặc thôn, người trong thôn đều muốn có một ít thổi kéo đàn hát tay nghề mới có thể sinh tồn được. Kết quả Sư Tử Đầu chính là tại dạng này Hoàn cảnh luyện thành một thân tốt Trù nghệ!
200140	Trù thần Mặc thôn	[NAME] Thời gian dần qua trù nghệ được công nhận, nhiều năm về sau, thế mà thu được danh hiệu Thần Trù, đồng thời bởi vì gửi gắm tình cảm tại sơn thủy, sở hữu đồ ăn đặc sắc cùng âm luật đều có hiệu quả hỗ trợ lẫn nhau, từ đó khai sáng thức ăn âm luật, truyền lưu hậu thế.
200141	Dòng dõi nho gia	[NAME] Sinh ra ở một cái thư hương môn đệ, từ nhỏ đã mỹ lệ cùng trí tuệ song hành, cũng biểu hiện ra đối âm nhạc và vũ đạo yêu thích, thích tất cả mỹ hảo nhã nghệ, tại lúc còn rất nhỏ liền dốc lòng làm nhạc gia.
200142	Lão bản nương	[NAME] sau khi trưởng thành, rất may mắn tìm được Mặc thôn, nhưng cũng rất không may gả cho Mặc thôn thần trù, từ đó, từ yêu quý mỹ hảo âm nhạc, chuyển biến thành yêu thích tất cả mỹ hảo đồ ăn, trở thành bà chủ ăn bất chấp tại Mặc thôn.
200143	Người chiến thắng cuộc đời	[NAME] Chung thiên địa khí vận sở sinh, Thiên phú dị bẩm, cái thế vô song. Không gì làm không được, không gì không biết. Hắn được sinh ra, quả thực có thể nói là ông trời phạm sai lầm.
200144	Nhất vô sở hữu	Mặc dù hắn sinh ra là như vậy loá mắt, hào quang bắn ra bốn phía. Nhưng tiếc là, [NAME] đã định không có gì cả.
200145	Thần y thế gia	[NAME] sinh ra trong môn phái Thần Y, gia tộc trời sinh xương cốt thần dị, tộc nhân 10 tuổi sau khi khởi hỏa có thể kết tinh ra một viên châu, chính là tủy châu thần dược cứu người, thịt xương có hiệu quả sinh tử. \n Chính vì nguyên nhân này cho nên, gia tộc ẩn cư sâu trong Linh Sơn dốc lòng nghiên cứu y thuật, trưởng thành đệ tử xuống núi lịch luyện y thuật, gặp phải  nguy cơ có thể lấy gia truyền tủy châu cứu người tính mệnh, nhưng không thể bại lộ từ chỗ nào tới. Lịch luyện đệ tử bị thế gian truyền xưng là thần y Ngọc tiên sinh. [NAME] Làm con gái tộc trưởng thiên phú thượng giai y thuật siêu quần từ nhỏ vô ưu vô lự, yêu thích động vật cùng âm luật.
200146	Y tiên dạo chơi	[NAME] Bởi vì nhất thời thiện tâm cứu người bị lừa gạt để lộ nơi ẩn cư của gia tộc, gia tộc bị nhiều lần tính kế tiết lộ nội tình tủy châu , cuối cùng một trận đại hỏa toàn tộc hủy diệt, tủy châu đều rơi vào tay kẻ thù, chỉ có mình nàng may mắn đào thoát, từ đây tính tình đại biến lạnh lùng cổ quái, đối ai cũng có đề phòng, nhưng vẫn không mất tầm lòng của thầy thuốc. \n Về sau, [NAME] tại gia tộc cấm địa ngộ được điển tịch tàn phiến, tự mình cải tiến tu hành thành công, lấy tuyệt thế độc thuật một mình báo huyết cừu. Sau đó [NAME] lưu luyến sơn thủy âm luật, tiếp tục nghiên cứu y thuật, thỉnh thoảng dạo chơi nhân gian trị bệnh cứu người, được xưng là Y Tiên Ngọc chân nhân.
200147	Thư đồng	[NAME] Xuất thân là con thứ nhà quan lại, trời sinh thông minh, nhưng bởi vì tranh đấu triều chính gia đạo sa sút, vì cầu sinh mà biến thành thư đồng, may mà chưa ngừng học thức.
200148	Ngâm du nhạc sĩ	[NAME] Gia truyền sách cổ < Sơ Âm · luật > Chưa từng rời khỏi người, trải qua nhiều năm cuối cùng đạt được tinh túy, âm luật tự thành một phái. Tâm hướng tới tự nhiên, liền mời hai ba đồng đạo hảo hữu, tị thế tại sơn dã rời xa ồn ào náo động, lấy đàn thành đạo, truyền đạo thụ nghiệp làm gương sáng cho người khác.
200149	Hoàng tử diệt quốc	Là Tây Vực tiểu quốc hoàng tử nước Nạp Lan, từ nhỏ thiên tư thông minh, đã gặp qua là không quên được, nhưng thân thể suy yếu. Thuở nhỏ đọc thuộc lòng Nạp Lan Quốc hoàng thất các loại tồn sách. Về sau Nạp Lan quốc bị diệt trong chinh chiến, may mắn đào thoát tính mệnh.
200150	Cầu đạo giả	Sau khi quốc gia bị diệt, [NAME] Một mình lang thang đến Trung Nguyên, mặc dù nước mất nhà tan, nhưng mà thuở nhỏ đọc lịch sử , nhìn thấu lịch sử biến thiên, cho nên trong lòng đã mất oán hận, một lòng chỉ cầu các loại học vấn. Mặc dù thân thể không tốt, nhưng là dựa vào thông minh tài trí, tại Trung Nguyên các nơi đọc sách cầu học, nho học bản lĩnh thâm hậu, đồng thời cái khác Chư Tử Bách gia cũng có đọc lướt qua nhiều.
200151	Đạo diễn thiếu niên	[NAME] Tuổi thơ lập chí trở thành đạo diễn phim, biểu đạt suy nghĩ của mình đồng thời, có thể kiếm tiền sinh hoạt ở trung tâm thành phố.
200152	Xuyên việt giả	[NAME] Trưởng thành bắt đầu làm trò chơi cũng bất ngờ phất lên, chuẩn bị theo đuổi ước mơ. Ngay tại lúc sự nghiệp mới cất bước, lại đột nhiên xuyên đến thế giới này. Cuộc sống mới cũng mở màn.
200153	Tiểu ký giả	Hồ Tuyết Phi lúc nhỏ là một cái phóng viên chiến trường. Hắn nhạy cảm sức quan sát để hắn có thể thấy rõ trên chiến trường phát sinh rất nhiều chi tiết. Kiếp sống quân lữ từ nhỏ cũng cho hắn rất nhiều kinh nghiệm quý giá.
200154	Kẻ đần độn	Hồ Tuyết Phi sau khi lớn lên sinh một trận bệnh nặng, về sau hắn liền không muốn sống một cuộc sống giống người khác "Thông minh nhất" là phương pháp để đạt thành mục tiêu. Cũng chính bởi vì như thế này, người chung quanh đều gọi hắn là đồ đần.
200155	Đồng hương của Lã Bất Vi	[NAEM] Là đồng hương với Lã Bất Vi phi thường nổi danh trong lịch sử. Từ nhỏ hắn đã thể hiện vượt quá thiên phú bình thư của thường nhân, làm người phi thường khẳng khái, thường xuyên tặng quà cho xung quanh hàng xóm bằng hữu.
200156	Người bình thư	Trở thành một người bình thư, trải qua không ngừng cố gắng để được nhiều người biết đến, nhưng đã từng bởi vì diện tri thức không đủ, linh cảm không đủ mà xuất hiện thời kỳ giảm sút ngắn, tại xung quanh thân bằng hảo hữu trợ giúp cùng cổ vũ, nhặt lại lòng tin, đồng thời cũng cùng các bằng hữu cùng chung chí hướng hợp thành một "Ký ức màu hồng " đoàn đội, có đông đảo fan hâm mộ
200157	Nông thôn hài đồng	Phổ thông thôn dân gia hài tử, từ nhỏ trà trộn quán rượu quán trà bất chấp mọi cửa ra vào, chính mắt thấy tai nghe các loại giang hồ kỳ nhân dị sự, đối chuyện xấu bát quái càng cảm thấy hứng thú.
200158	Tiểu nhị	Tiểu nhị, kiêm chức vì khách nhân tìm hiểu tin tức ngầm, nhưng khách nhân thường xuyên bị hắn lắm mồm nói cho chóng mặt. Muốn hiểu rõ các loại giang hồ tin tức, tìm hắn là chính xác.
200159	Lão đại	Dần Tử sinh ra tại một cái làng ở ven bờ biển, từ nhỏ đã là lão đại của đám nhỏ trong làng. Hắn làm người trượng nghĩa, dẫn theo những hài tử khác thành lập Đồng tử quân. Vô luận là đả kích địch quốc thế lực hay là ra biển tiêu diệt cường đạo, Dần Tử xung phong đi đầu, cũng chỉ huy cái khác đồng bọn cùng nhau chiến đấu, dần dà một vài hài tử lớn hơn hắn cũng gọi hắn là lão đại.
200160	Tam bách lục thập hành	Sau khi lớn lên Dần Tử vì chính nghĩa mà khắp nơi mạo hiểm, hắn đối hết thảy đều tràn ngập hứng thú, thử qua các ngành các nghề, đạp biến ngũ hồ tứ hải, trải qua rất nhiều sóng gió, cũng làm cho hắn vết thương chồng chất \n Ở trong quá trình này, hắn gặp rất nhiều người. Có người từng gia nhập đội ngũ của hắn, cũng có người rời đi, nhưng mặc kệ ở lại hay rời đi, đều phi thường tôn trọng hắn, vẫn gọi hắn là lão đại.
200161	Trương Đức soái tướng quân	Tại Phan Đức đại lục xa xôi, còn nhỏ Trương Đức Soái bị chiến tranh ở Phan Đức đại lục tiêm nhiễm, nội tâm chờ mong sau khi lớn lên thống lĩnh thiên quân vạn mã, chinh phục Phan Đức đại lục. Tại hắn 15 tuổi khoảnh khắc lên làm lính đánh thuê, dã tâm của hắn liền bại lộ. Trương Đức Soái lợi dụng quan hệ thù địch của Nặc Đa tinh linh với nhân loại, Tòng Nhất Cái tiểu bộ đội thủ lĩnh kinh lịch mấy chục năm lớn mạnh thẳng đến xâm chiếm Phan Đức đại lục tất cả quốc gia. Tại khoảnh khắc hắn sắp leo lên vương vị Phan Đức đại lục, hắn xuyên việt.
200162	Quỷ trung chi phụ	Quỷ phụ này không phải quỷ phụ kia, kinh lịch xuyên việt, hắn đến Quỷ giới, cũng không cảm thấy sợ hãi. Hắn lựa chọn thân thiết cùng yêu ma quỷ quái, cũng tại Quỷ giới cùng Ma Giới trong chiến tranh lập nên chiến công hiển hách, bọn chúng thân thiết gọi hắn là: "Quỷ Phụ" . \n Sau một lần thảm liệt chiến tranh, [IT] Thần hồn bị trọng thương, chỉ có thể thi triển thâu thiên hoán nhật thần thông luân hồi đến nhân gian hóa thành phàm nhân. Quá khứ ký ức tạm thời phong ấn, [IT] chuẩn bị bắt đầu kiếp sống phàm nhân.
200163	Dị quốc quá khách	Tục truyền Cổ Lạc Phải tại ngày nào đó bị Tây Thiên bên ngoài bay tới một con dã quán điêu tới, nhưng không có có người biết Cổ Lạc đến tột cùng xuất từ chỗ nào, đến từ phương nào. Tuy rằng từ nhỏ trà trộn tại võ lâm giang hồ, lại chưa từng bái lạy bất luận cái gì danh môn chính phái, nhìn như tự cho là thanh cao, lại tựa hồ như tại mỗi lần võ lâm tranh đấu cùng giang hồ đại sự Trung đều có thể thoáng nhìn một mình chữ phiến Ảnh. Mặc dù tuổi còn quá nhỏ, nhưng làm việc quỷ quyệt già dặn, không để lại dấu vết.
200164	Chú cò vân du	Ra ngoài kinh lịch cũng không bị thế nhân hay biết, bởi vì từ đầu đến cuối đều là người khoác hai màu trắng đen áo vải ôm trọn thân hình cùng khuôn mặt, cầm đầy một bụng từ ngữ hành tẩu thiên hạ, liền mấy năm liên tục tuổi tác cùng giới tính đều là bí ẩn. Mà người đó thân mang võ nghệ như thế nào cũng không ai biết được, duy nhất truyền thanh danh ra ngoài có lẽ chỉ có Phi thiên độn địa thuật của hắn, Thường với thần không biết quỷ không hay hành động xuyên thẳng qua tại võ lâm giang hồ các Đại phân tranh Trung, nhưng từ đầu đến cuối vẫn đứng bên ngoài mâu thuẫn, nghiễm nhiên một bộ dạng chuyện ngoài thân. Thoạt nhìn vừa chính vừa tà không thể nắm rõ, nhưng lại có thể thường xuyên tại thời điểm dị thường nguy hiểm đột nhiên xuất thủ, dựa vào Xuất kỳ chế thắng chi pháp trợ giúp hóa giải nguy cơ, thế nhân đều tấm tắc lấy làm kỳ lạ.
200165	Người bình thường	Xuất thân từ người bình thường, quá trình trưởng thành bên trong chưa hề thể hiện ra có bất kỳ võ học thiên phú, cho nên trước tuổi xây dựng sự nghiệp đều trải qua phổ thông sinh hoạt. Chỉ vì từ nhỏ liền có chút si mê với hiệp khách truyền kỳ cố sự, rốt cục tại 20 năm đó hắn khinh suất cáo biệt cha Mẫu thân Bằng, dấn thân vào giang hồ nơi mà trước kia hắn thật ra không biết gì cả
200166	Thay đổi giang hồ	Liên quan tới cái này giang hồ hắn biết đến càng nhiều, liền càng phẫn nộ. Rõ ràng trên đời này vẫn có nhiều bất công, nhiều dối trá, nhiều ức hiếp cùng oán độc như vậy —— vì sao những đám người tự xưng là danh môn chính phái, vẫn có thể như vậy lười biếng tản mạn thậm chí dạng này duy trì mấy chục năm không có chút nào làm đâu? ! Vì vậy, hắn liền đánh liều quyết định, hắn muốn đi thay đổi giang hồ này.
200167	Thiếu nữ mất trí	[NAME] Lai lịch bí ẩn, ngày nào đó sau khi tỉnh lại đột nhiên quên thân thế của mình. Nhưng cái này không trở ngại nàng vui đùa, cho nên cũng không vì thế hoang mang, ngược lại sống được càng thêm tự tại.
200168	Điểm tâm nữ hài	Thường thường Nghe  trên giang hồ Nghe đồn nàng trà trộn Vu các nơi lớn nhỏ lầu viện thậm chí vương phủ hào trạch, mỗi khi bị hỏi , bản nhân một mặt bất đắc dĩ biểu thị nàng thuở nhỏ yêu thích ca múa, đi những địa phương kia đơn giản là đi tìm các tỷ tỷ học nghệ tâm sự, lại uống chút trà, ăn chút điểm tâm thôi, sau đó liền sẽ dậy sóng Không Tuyệt địa giảng thuật nàng nếm qua cái nào chút ăn ngon điểm tâm, vân vân và vân vân.
200169	Bồ câu hóa hình	Bồ câu tinh tu luyện ngàn năm, xá tu vi hóa thành hình người, bị nhân giới dụ hoặc thường trú tại nhân gian.
200170	Du hí chủ bá	Bởi vì yêu thích vui đùa, vì vậy ở nhân gian nhiệt tình dạy người cái gì là vui vẻ, được xưng là "Du hí chủ bá" .
200171	Kiếm tiên chuyển thế	[NAME] Xuất thân từ thư hương môn đệ, nhưng từ nhỏ thích nghe cố sự giang hồ hiệp khách, nhất là một câu kia "Hiệp chi đại giả, vì nước vì dân" càng làm cho hắn bỏ văn theo võ, cũng lựa chọn biểu tượng quân tử kiếm trở thành binh khí của mình! Cuối cùng trở thành nhất đại Kiếm Tiên. \n sau vì thể ngộ kiếm đạo cực hạn, bỏ qua tu vi phong ấn ký ức, quay về phàm nhân chi thân.
200172	Đức Vân Sắc chưởng môn	Sau khi chuyển sinh [NAME] Sau khi thành niên, thành lập môn phái thuộc về hắn, Đức Vân Sắc, đồng thời chiêu nạp một nhóm đệ tử về sau vang danh thiên hạ. Đức Vân Sắc lấy "Trung hiếu nghĩa lễ" Quảng nạp thiên hạ chi sĩ, danh chấn giang hồ.
200173	Tiên nhân chuyển thế	[NAME] Xuất thân từ gia đình phú quý, chính là không biết tiên nhân luân hồi chuyển thế. Tính cách lười biếng nhưng lại thiên phú dị bẩm, học thứ gì đều rất nhanh, Nhất yêu thích sự tình chính là bắt chước cùng mô phỏng đủ loại hiếm lạ cổ quái Đồ vật.
200174	Đức Vân Sắc phó chưởng môn	Sau khi trưởng thành, góp nhặt thiên hạ tất cả bí tịch võ công, cũng coi đây là cơ sở khai sáng công pháp thuộc về mình , "Lấy đạo của người, trả lại cho  người" . Sau khi hành tẩu giang hồ cùng Tôn Á Long mới quen đã thân, cùng sáng lập danh chấn thiên hạ môn phái Đức Vân Sắc.
200175	Xuyên việt giả	Xuyên việt nhiều cái thế giới trò chơi, dốc lòng đem mỗi cái thế giới trò chơi đưa về kết cục quang minh, nghe nói có được huyết thống người Saiya, các loại năng lực thuộc tính phá trần, nhưng chỉ là nghe nói vậy "Đinh" (đang sửa chữa máy móc) một tiếng sau mới có thể bộc phát, cho nên. . Có đôi khi cũng không phải mạnh như vậy. \n Hắn luôn luôn thích tự xưng là bình sinh không có bất cứ sai lầm gì, nhưng mà trên thực tế là người nhìn thấy sai lầm của hắn đều bị hắn giết chết. . Cho nên làm môn nhân của hắn phải học được cách mắt nhắm mắt mở. . . Lần tu tiên hành trình này sẽ mang đến như thế nào truyền kỳ cố sự đây?
200176	Thế thân Y Nhiên Tiểu Trí	Ở thế giới này, [NAME] lấy ra một cái thân phận thần bí, không người biết lai lịch, không người biết chi tiết.
200177	Chiêm tinh học giả	Ngoại thích của một hoàng thất xa xôi quê quốc, phụ thân người quan sát tinh tú, gặp lúc hoàng gia Tu Tiên thành phong trào, không để ý triều chính, dân chúng lầm than, Tướng Quân phản đối bằng vũ trang tru sát tinh quan, cha đem tướng tinh khí giao lại rồi đào vong, sống chết không rõ, Lục phu nhân trốn thâm sơn kế thừa phụ nghiệp nghiên cứu tinh tượng chẳng biết tháng năm.
200178	Chiêm tinh học gia	Nhiều năm sau, triều cương ổn định, phong trào tu tiên lại phất lên, Lục phu nhân lại xuất hiện thâm sơn, tương lai chi mệnh, giao vào tay ai? !
200179	Chủy độn	Dương Thụ xuất sinh gia đình xa lánh trần thế, tổ tiên đến từ Đông Doanh tộc Uzumaki, mấy trăm năm thương hải tang điền, gia đạo sa sút, đến thế hệ gia gia của Dương Thụ ngàn dặm trùng dương đi vào Dương Gia thôn. Dương Thụ kế thừa tổ tiên chủy độn truyền thống, từ nhỏ nói nhiều không ngừng, hành hiệp trượng nghĩa, là một cao thủ khuyên can.
200180	Trạng sư	Trải qua vài chục năm du lịch thiên hạ cùng không ngừng tôi luyện, Dương Thụ đã trở thành đương thời nổi danh nhất đại tráng sư, hắn cay độc ác miệng miệng pháo phong cách làm người ca ngợi, tiếp nhận vụ án chưa hề thua kiện, giải quyết vô số phân tranh. Chuyện tình của Dương Thụ cùng nữ trợ thủ Đại Chân được giang hồ truyền giai thoại.
200181	Quản lý tài năng	Nặc Ngõa từ nhỏ thiên tư thông dĩnh. Lấy lịch sử trẻ tuổi nhất ghi chép trở thành thị trưởng về sau, hắn tại nhiều tổ chức thành thị cộng đồng, bệnh viện, sân bay các loại kiến thiết công việc, làm qua chỉ huy quân sự, thậm chí tham dự qua các loại ngoài hành tinh thăm dò kế hoạch cũng làm ra kiệt xuất cống hiến, nhưng cuối cùng không có tại bất luận cái gì một chỗ định cư lâu dài. Vì phong phú kiến thức cùng nghênh đón càng lớn khiêu chiến, Nặc Ngõa người này cả đời đều đang tìm mới mục đích.
